id,name,original,gender,born,died,country,douban_pic_url,douban_author_url,intro
997810,卡勒德·胡赛尼 Khaled Hosseini,خالد حسیني‎(波斯语),男,1965-03-04,,美国,https://img1.doubanio.com/img/author/medium/1489073639.29.jpg,https://book.douban.com/author/997810/,卡勒德·胡赛尼（Khaled Hosseini），1965年生于阿富汗喀布尔市，后随父亲迁往美国。胡赛尼毕业于加州大学圣地亚哥医学系，现居加州。“立志拂去蒙在阿富汗普通民众面孔的尘灰，将背后灵魂的悸动展示给世人。”著有小说《追风筝的人》The Kite Runner，2003）、《灿烂千阳》（A Thousand Splendid Suns，2007）、《群山回唱》（And the Mountains Echoed,2013）。作品全球销量超过4000万册。2006年，因其作品巨大的国际影响力，胡赛尼获得联合国人道主义奖，并受邀担任联合国难民署亲善大使。
