id,title,book_url,pic_url,author,press,original,translator,publish_date,pages,price,binding,ISBN,score,rating_count,summary,author_intro,author_id,tags,comment1,comment2,comment3,comment4,comment5,rec_id1,rec_id2,rec_id3,rec_id4,rec_id5,rec_id6,rec_id7,rec_id8,rec_id9,rec_id10
1770782,追风筝的人,https://book.douban.com/subject/1770782/,https://img3.doubanio.com/view/subject/l/public/s1727290.jpg,[美]卡勒德·胡赛尼,上海人民出版社,The Kite Runner,李继宏,2006-5,362,29.00元,平装,9787208061644,8.9,433643,12岁的阿富汗富家少爷阿米尔与仆人哈桑情同手足。然而，在一场风筝比赛后，发生了一件悲惨不堪的事，阿米尔为自己的懦弱感到自责和痛苦，逼走了哈桑，不久，自己也跟随父亲逃往美国。 成年后的阿米尔始终无法原谅自己当年对哈桑的背叛。为了赎罪，阿米尔再度踏上暌违二十多年的故乡，希望能为不幸的好友尽最后一点心力，却发现一个惊天谎言，儿时的噩梦再度重演，阿米尔该如何抉择？ 故事如此残忍而又美丽，作者以温暖细腻的笔法勾勒人性的本质与救赎，读来令人荡气回肠。,"卡勒德·胡赛尼（Khaled Hosseini），1965年生于阿富汗喀布尔市，后随父亲迁往美国。胡赛尼毕业于加州大学圣地亚哥医学系，现居加州。“立志拂去蒙在阿富汗普通民众面孔的尘灰，将背后灵魂的悸动展示给世人。”著有小说《追风筝的人》(The Kite Runner，2003）、《灿烂千阳》(A Thousand Splendid Suns，2007)、《群山回唱》（And the Mountains Echoed,2013）。作品全球销量超过4000万册。2006年，因其作品巨大的国际影响力，胡赛尼获得联合国人道主义奖，并受邀担任联合国难民署亲善大使。",997810,追风筝的人 人性 救赎 阿富汗 小说 外国文学 卡勒德·胡赛尼 成长,,,,,,25862578,1084336,3259440,3211779,1008145,6082808,1082154,1200840,1023045,1046265
